ID,POS,Gloss,Gloss_persian,Checked
94757,noun,a wrestler who weighs more than 214 pounds,کشتی گیر وزن بیش از 214 پوند,t
94758,noun,a workman who makes and repairs carts and wagons,کارگری که گاری و واگن درست می کند و تعمیر می کند,t
94759,noun,a workman who makes and repairs plows,کارگری که گاوآهن میسازد و تعمیر می کند,t
94760,noun,a clothes dryer consisting of two roles between which the wet clothes are squeezed,خشک کن لباس که متشکل از دو نقش است و لباس خیس بین آن فشرده می شود,t
94761,verb,"write to an organization; ""Many listeners wrote in after the controversial radio program""","برای یک سازمان بنویسید؛ ""بسیاری از شنوندگان پس از برنامه بحث برانگیز رادیویی نوشتند""",t
94762,verb,"bring to public notice by writing, with praise or condemnation; ""The New York Times wrote him up last week""; ""Did your boss write you up?""","به اطلاع عموم رساندن با نوشتن تحسین یا محکومیت؛ ""نیویورک تایمز هفته گذشته از او تعریف کرد""؛""رئیست ازت تعریف کرد؟""",t
94763,verb,write beautifully and ornamentally,زیبا و زینتی بنویسید,t
94764,verb,"create code, write a computer program; ""She writes code faster than anybody else""","ایجاد کد ، نوشتن یک برنامه کامپیوتری ؛""او سریعتر از دیگران کد می نویسد""",t
94765,noun,the writings of the early Church Fathers,نوشته های پدران قدیمی کلیسا,t
94766,noun,writing done with a typewriter,متنی که با ماشین تحریر نوشته شده,t
94767,noun,writing formed in the sky by smoke released from an airplane,نوشته تشکیل شده در آسمان توسط دود منتشر شده از هواپیما,t
94768,adjective,written as for a film or play or broadcast,نوشته شده برای فیلم یا نمایش یا پخش,t
94769,adjective,written by hand,با دست نوشته شده است,t
94770,adjective,"written wholly in the handwriting of the signer; ""a holographic will""","کاملاً با خط امضا کننده نوشته شده است؛ ""یک اراده هولوگرافیک""",t
94771,adjective,written in print characters or produced by means of e.g. a printing press,نوشته شده با حروف چاپی یا تولید شده به عنوان مثال توسط ماشین چاپ,t
94772,adjective,"written hastily or carelessly; ""his scrawled signature""","با عجله یا بی دقتی نوشته شده است؛""امضای خط خورده او""",t
94773,adjective,taken down in writing especially from notes or dictated or recorded information,نوشته شده به خصوص از یادداشت ها یا اطلاعات دیکته شده یا ثبت شده,t
94774,adjective,written on a typewriter,روی ماشین تحریر نوشته شده است,t
94775,adjective,"not conforming to approved standards of social or professional behavior; ""unethical business practices""","مطابق با استانداردهای مصوب رفتار اجتماعی یا حرفه ای نیست؛ ""شیوه های غیراخلاقی تجارت""",t
94776,adjective,"wrong in e.g. opinion or judgment; ""well-meaning but misguided teachers""; ""a mistaken belief""; ""mistaken identity""","اشتباه در به عنوان مثال نظر یا قضاوت؛ ""معلمان خوش فکر اما گمراه""؛ ""یک باور اشتباه""؛ ""هویت اشتباه""",t
94777,adjective,"based on or acting or judging in error; ""it is wrong to think that way""","بر اساس یا اقدام یا قضاوت در اشتباه ؛""اینطور فکر کردن اشتباه است""",t
94778,adjective,"obstinately perverse in judgment or opinion; ""a wrongheaded policy""","انحراف سرسختانه در قضاوت یا نظر؛ ""سیاست اشتباه""",t
94779,noun,wrought iron of high purity made in Sweden,آهن ساخته شده با خلوص بالا ساخت سوئد,t
94780,noun,the capital and largest city of Wyoming; located in the southeastern corner of the state,پایتخت و بزرگترین شهر وایومینگ ؛واقع در گوشه جنوب شرقی ایالت,t
94781,noun,a skin problem marked by the development (on the eyelids and neck and back) of irregular yellow nodules; sometimes attributable to disturbances of cholesterol metabolism,یک مشکل پوستی که با ایجاد (در پلک ها و گردن و پشت) گره های زرد نامنظم مشخص شده است؛ گاهی اوقات ناشی از اختلالات متابولیسم کلسترول است,t
94782,noun,xanthoma of the eyelids; occurs chiefly in the elderly,زانتومای پلک ها ؛عمدتا در افراد مسن رخ می دهد,t
94783,noun,rare chronic xanthoma of adults n which orange or brownish papules develop on many surfaces of the body,زانتومای مزمن نادر در بزرگسالان که جوش های نارنجی یا قهوه ای در بسیاری از سطوح بدن ایجاد می کند,t
94784,noun,widespread xanthomas (especially on elbows and knees); often associated with a disorder of lipid metabolism,زانتوما گسترده (به خصوص در آرنج و زانو)اغلب با اختلال در متابولیسم چربی همراه است,t
94785,noun,an irrational fear of foreigners or strangers,ترس غیر منطقی از خارجی ها یا غریبه ها,t
94786,noun,plant adapted for life with a limited supply of water; compare hydrophyte and mesophyte,گیاه سازگار برای زندگی با مقدار محدودی آب؛هیدروفیت و مزوفیت را مقایسه کنید,t
94787,noun,abnormal dryness of the conjunctiva and cornea of the eyes; may be due to a systemic deficiency of vitamin A,خشکی غیرطبیعی ملتحمه و قرنیه چشم.ممکن است به دلیل کمبود بدنی ویتامین A باشد,t
94788,noun,"boating by chartering a bareboat and providing your own crew and provisions; ""we saved money by bareboating""","قایقرانی با اجاره قایق خالی و تأمین خدمه و لوازم شخصی خود؛ ""ما با کرایه قایق بدون خدمه صرفه جویی کردیم""",t
94789,noun,yams,سیب زمینی های شیرین,t
94790,noun,grown in Australasia and Polynesia for its large root with fine edible white flesh,در استرالیا و پلی نزی به دلیل ریشه بزرگ با گوشت سفید خوراکی خوب رشد کرده است,t
94791,noun,hardy Chinese vine naturalized in United States and cultivated as an ornamental climber for its glossy heart-shaped cinnamon-scented leaves and in the tropics for its edible tubers,تاک چینی مقاوم در ایالات متحده طبیعی شده و به عنوان یک گیاه صعودی زینتی برای برگهای براق شکل دارچین قلب و در مناطق گرمسیری برای غده های خوراکی آن کشت می شود,t
94792,noun,yam of tropical Africa and Asia cultivated for it large tubers,سیب زمینی شیرین آفریقای گرمسیری و آسیا کشت شده برای غده های بزرگش,t
94793,noun,tropical American yam with small yellow edible tubers,سیب زمینی شیرین گرمسیری آمریکایی با غده های خوراکی کوچک زرد,t
94794,noun,edible tuberous root of various yam plants of the genus Dioscorea grown in the tropics world-wide for food,ریشه غده ای خوراکی گیاهان مختلف سیب زمینی شیرین از تیره تمیس که در مناطق گرمسیری در سراسر جهان برای غذا رشد کرده است,t
94795,noun,a field where junk is collected and stored for resale,زمینی ای که در آن آشغال برای فروش مجدد جمع آوری و ذخیره می شود,t
94796,noun,the yard associated with a school,حیاط مرتبط با یک مدرسه,t
94797,noun,a railway yard in which trains are assembled and goods are loaded,میدان راه آهن که قطارها در آن جمع شده و کالا بارگیری می شود,t
94798,noun,an enclosed yard for keeping poultry,محوطه محصور برای نگهداری مرغ,t
94799,noun,an infectious tropical disease resembling syphilis in its early stages; marked by red skin eruptions and ulcerating lesions,یک بیماری گرمسیری عفونی شبیه سفلیس در مراحل اولیه با فوران های قرمز پوست و ضایعات زخمی مشخص شده است,t
94800,noun,a year that is not a leap year,سالی که یک سال کبیسه نیست,t
94801,noun,any accounting period of 12 months,هر دوره حسابداری 12 ماهه,t
94802,noun,any year of the Christian era,هر سال از دوران مسیحی,t
94803,noun,the year 2000 in the Gregorian calendar,سال 2000 در تقویم میلادی,t
94804,noun,time of the earth's revolution from perihelion to perihelion again; 365 days and 6 hr and 13 min and 53.1 sec,زمان انقلاب زمین از پریهلیون به پریهلیون دوباره ؛ 365 روز و 6 ساعت و 13 دقیقه و 53.1 ثانیه,t
94805,noun,"the time for the earth to make one revolution around the sun, measured between two vernal equinoxes",زمانی که طول میکشد تا زمین یک دور دور خورشید بزند، اندازه گیری شده بین دو اعتدال بهاری,t
94806,noun,"the time for the earth to make one complete revolution around the sun, relative to the fixed stars",زمانی که در ان زمین یک دور کامل به دور خورشید، از خانواده ستارگان ثابت، میزند,t
94807,noun,fungi having a zygote or a single cell developing directly into an ascus,قارچ هایی که دارای یک زیگوت یا یک سلول واحد هستند و مستقیماً به صورت هاگ‌کیسه در می آیند,t
94808,noun,used in making wine,در تهیه شراب استفاده می شود,t
94809,noun,a yellow color of low lightness with a brownish tinge,یک رنگ زرد کمرنگ با سایه ای از رنگ قهوه ای,t
94810,noun,a dark yellow,زرد تیره,t
94811,noun,a shade of yellow tinged with green,سایه ای از زرد که با سبز مخلوط شده است,t
94812,noun,caused by a flavivirus transmitted by a mosquito,توسط ویروس فلاوی که از پشه منتقل شده سبب شده است,t
94813,noun,sometimes considered a subgenus of Vespa: social wasps,گاهی اوقات از زیرشاخه وسپا در نظر گرفته می شود: زنبورهای اجتماعی,t
94814,noun,a variety of yellowlegs,انواع پرندگان پازرد,t
94815,noun,a variety of yellowlegs,انواع پرندگان پازرد,t
94816,noun,the basic unit of money in Japan; equal to 100 sen,واحد اصلی پول در ژاپن ؛برابر با 100 سن,t
94817,noun,in former times was free and cultivated his own land,در زمان های گذشته آزاد بود و زمین خود را زیر کشت می برد,t
94818,noun,sometimes classified as member of order Taxales,گاهی اوقات به عنوان عضوی ازدسته تاکسال ها طبقه بندی می شود,t
94819,noun,California evergreen having a fruit resembling a nutmeg but with a strong turpentine flavor,گیاه همیشه سبز کالیفرنیا دارای میوه ای شبیه جوز هندی اما با طعم قوی سقز,t
94820,noun,rare small evergreen of northern Florida; its glossy green leaves have an unpleasant fetid smell when crushed,گیاه نادر و همیشه سبز کوچک شمال فلوریدا؛ برگهای سبز براق آن هنگام له شدن بوی زننده و ناخوشایندی دارند,t
94821,noun,predominant yew in Europe; extraordinarily long-lived and slow growing; one of the oldest species in the world,سرخدار غالب در اروپا ؛زندگی فوق العاده طولانی و رشد کند ؛یکی از قدیمی ترین گونه های جهان است,t
94822,noun,small or medium irregularly branched tree of the Pacific coast of North America; yields fine hard close-grained wood,درخت کوچک یا متوسط شاخه ای نامنظم از سواحل اقیانوس آرام آمریکای شمالی؛ چوب سخت و با الیاف ظریف دارد,t
94823,noun,shrubby hardy evergreen of China and Japan having lustrous dark green foliage; cultivated in the eastern United States,بوته ی مقاوم و همیشه سبز چین و ژاپن دارای شاخ و برگ براق سبز تیره؛ کشت شده در شرق ایالات متحده,t
94824,noun,small bushy yew of northern Florida having spreading branches and very narrow leaves,سرخدار کوچک بوته ای شمال فلوریدا دارای شاخه های گسترده و برگ های بسیار باریک,t
94825,noun,large yew native to New Caledonia; cultivated in eastern Australia and New Zealand and Hawaii,سرخدار بزرگ بومی کالدونیای جدید ؛در شرق استرالیا و نیوزیلند و هاوایی کشت می شود,t
94826,noun,"yew of southeastern China, differing from the Old World yew in having white berries",سرخدار جنوب شرقی چین ، تفاوتش با سرخدار بر قدیم در داشتن توت سفید است,t
94827,noun,(Yiddish) a card game for two players one of whom is usually a child; the deck is place face down with one card face upward; players draw from the deck alternately hoping to build up or down from the open card; the player with the fewest cards when the deck is exhausted is the winner,(عبری) یک بازی کارت برای دو بازیکن که یکی از آنها معمولاً کودک است؛ دسته ورق رو به پایین قرار دارد و یک کارت رو به بالا است؛ بازیکنان به طور متناوب کارت برمیدارند و امیدوارند که از کارت باز بالا یا پایین بروند؛ بازیکنی که کمترین کارت را دارد هنگام تمام شدن دسته کارت ، برنده است,t
94828,noun,(Yiddish) an inexpensive showy trinket,(عبری) جواهر بدلی پر زرق و برق ارزان,t
94829,noun,(Yiddish) a meddler who offers unwanted advice to others,(عبری) مداخله گری که به دیگران مشاوره ناخواسته می دهد,t
94830,noun,a decent responsible person with admirable characteristics,یک فرد مسئولیت پذیر شایسته و دارای ویژگی های تحسین برانگیز,t
94831,noun,"(Yiddish) a little; a piece; ""give him a shtik cake""; ""he's a shtik crazy""; ""he played a shtik Beethoven""","(عبری) کمی؛ یک تکه؛""یک تکه کیک به او بدهید""؛""او دیوانه حیله است""؛ ""او یک قطعه بتهوون نواخت""",t
94832,noun,Hindu discipline aimed at training the consciousness for a state of perfect spiritual insight and tranquility that is achieved through the three paths of actions and knowledge and devotion,نظم و انضباط هندو با هدف آموزش آگاهی برای یک حالت بصیرت معنوی و آرامش کامل که از طریق سه مسیر اعمال و دانش و فداکاری حاصل می شود,t
94833,noun,yogic exercises (popular in the West) that combine difficult postures (which force the mind to withdraw from the outside world) with controlled breathing,تمرینات یوگیک (محبوب در غرب) که حالت های دشوار (که ذهن را مجبور به عقب نشینی از جهان خارج می کند) با تنفس کنترل شده ترکیب می کند,t
94834,noun,a soft frozen dessert of sweetened flavored yogurt,یک دسر نرم و منجمد با ماست شیرین شده,t
94835,noun,yogurt with sweetened blueberries or blueberry jam,ماست با بلوبری شیرین یا مربای بلوبری,t
94836,noun,United States baseball player (born 1925),بازیکن بیس بال ایالات متحده (متولد 1925),t
94837,noun,United States civil rights leader (1921-1971),رهبر حقوق مدنی ایالات متحده (1971-1921),t
94838,noun,United States baseball player and famous pitcher (1867-1955),بازیکن بیس بال ایالات متحده و پارچ معروف (1855-1955),t
94839,noun,"United States religious leader of the Mormon Church after the assassination of Joseph Smith; he led the Mormon exodus from Illinois to Salt Lake City, Utah (1801-1877)",رهبر مذهبی كلیسای مورمون ایالات متحده پس از ترور جوزف اسمیت ؛او مهاجرت مورمون را از ایلینوی به سالت لیک سیتی ، یوتا (1801-1877) هدایت کرد,t
94840,noun,the freshness and vitality characteristic of a young person,ویژگی شادابی و نشاط یک جوان,t
94841,noun,tropical American plants with stiff lancelike leaves and spikes of white blossoms; sometimes considered a genus of Amaryllidaceae,گیاهان گرمسیری آمریکایی با برگهای سفت و سخت و خوشه های شکوفه های سفید؛ گاهی اوقات از تیره نرگسیان در نظر گرفته می شود,t
94842,noun,a stiff yucca with a short trunk; found in the southern United States and tropical America; has rigid spine-tipped leaves and clusters of white flowers,یوکایی سفت و محکم با یک تنه کوتاه ؛در جنوب ایالات متحده و گرمسیری آمریکا یافت می شود؛ دارای برگهای نوک تیغ دار و دسته های گل سفید است,t
94843,noun,tall yucca of the southwestern United States and Mexico having a woody stem and stiff swordlike pointed leaves and a large cluster of white flowers,یوکا بلند جنوب غربی ایالات متحده آمریکا و مکزیک دارای ساقه ای چوبی و برگ های نوک تیز مانند شمشیر و یک دسته گل بزرگ سفید,t
94844,noun,arborescent yucca of southwestern United States and northern Mexico with sword-shaped leaves and white flowers,یوكای كبیر جنوب غربی آمریكا و شمال مكزیك با برگهای شمشیر مانند و گلهای سفید,t
94845,noun,tall arborescent yucca of southwestern United States,یوکا بلند قامت جنوب غربی ایالات متحده آمریکا,t
94846,noun,yucca with long stiff leaves having filamentlike appendages,یوکا با برگهای سفت و طولانی دارای زائده های رشته ای,t
94847,noun,yucca of west central United States having a clump of basal grasslike leaves and a central stalk with a terminal raceme of small whitish flowers,یوکا در غرب مرکز ایالات متحده آمریکا دارای یک خوشه برگ علف مانند و یک ساقه مرکزی با خوشه انتهایی گلهای کوچک مایل به سفید,t
94848,noun,yucca of southeastern United States similar to the Spanish bayonets but with shorter trunk and smoother leaves,یوکا در جنوب شرقی ایالات متحده شبیه گیاه خنجر اسپانیایی اما با تنه کوتاه تر و برگ های صاف تر,t
94849,noun,yucca of southern United States having a clump of basal grasslike leaves and a central stalk with a terminal raceme of small whitish flowers,یوکا در جنوب ایالات متحده دارای یک دسته برگ چمن شکل و ساقه مرکزی با خوشه ای از گلهای کوچک مایل به سفید در انتها,t
94850,noun,yucca of southwestern United States and Mexico with a tall spike of creamy white flowers,یوکا در جنوب غربی ایالات متحده و مکزیک با یک سنبله بلند از گلهای سفید خامه ای,t
94851,noun,genus of small evergreen tropical and subtropical American cycads,تیره سیکادهای کوچک استوایی و نیمه گرمسیری همیشه سبز,t
94852,noun,small tough woody zamia of Florida and West Indies and Cuba; roots and half-buried stems yield an arrowroot,زامیای کوچک چوبی سخت فلوریدا و هند غربی و کوبا ؛ریشه ها و ساقه های نیمه دفن شده اروروت می دهد,t
94853,noun,of the plains of central and eastern Africa,از دشت های آفریقای مرکزی و شرقی,t
94854,noun,narrow-striped nearly extinct zebra of southern Africa,گورخر تقریباً منقرض شده راه راه باریک در جنوب آفریقا,t
94855,noun,zebra with less continuous stripes,گورخر با نوارهای مداوم کمتر,t
94856,noun,domesticated ox having a humped back and long horns and a large dewlap; used chiefly as a draft animal in India and east Asia,گاو اهلی با پشت خمیده و شاخ های بلند و یک غبغب‌  بزرگ؛ عمدتا به عنوان حیوان پیشران در هند و شرق آسیا استفاده می شود,t
94857,noun,a group of minerals of the zeolite family consisting of a hydrous silicate of calcium and aluminum,گروهی از مواد معدنی از خانواده زئولیت ها متشکل از یک سیلیکات آبدار از کلسیم و آلومینیوم است,t
94858,noun,a group of minerals of the zeolite family consisting of a hydrous aluminum silicate of sodium and calcium,گروهی از مواد معدنی از خانواده زئولیت ها متشکل از یک سیلیکات آلومینیوم آبدار از سدیم و کلسیم,t
94859,noun,a group of minerals of the zeolite family consisting of a hydrous silicate of sodium and aluminum,گروهی از مواد معدنی از خانواده زئولیت ها متشکل از یک سیلیکات آبدار سدیم و آلومینیوم,t
94860,noun,a group of white or reddish crystalline minerals of the zeolite family consisting of a hydrous silicate of calcium and potassium and aluminum,گروهی از مواد معدنی بلوری سفید یا قرمز از خانواده زئولیت ها متشکل از یک سیلیکات آبدار از کلسیم و پتاسیم و آلومینیوم,t
94861,noun,(Greek mythology) the Greek god of the west wind,(اساطیر یونان) خدای یونانی باد غربی,t
94862,noun,the quantity that registers a reading of zero on a scale,مقداري كه قرائت صفر را در يك مقياس ثبت مي كند,t
94863,noun,use of a word to govern two or more words though agreeing in number or case etc. with only one,استفاده از یک کلمه برای اداره دو یا چند کلمه اگرچه از نظر تعداد یا مورد و غیره فقط با یکی موافق است,t
94864,noun,(Greek mythology) the supreme god of ancient Greek mythology; son of Rhea and Cronus whom he dethroned; husband and brother of Hera; brother of Poseidon and Hades; father of many gods; counterpart of Roman Jupiter,(اساطیر یونان) عالی ترین خدای اساطیر یونان باستان ؛پسر رئا و کرونوس که او را از سلطنت برکنار کرد.شوهر و برادر هرا؛برادر پوزیدون و هادس ؛پدر خدایان بسیاری؛همتای مشتری رومی,t
94865,noun,type genus of the family Zeidae,یک تیره از راسته طلاکوب‌ماهیان,t
94866,noun,impure zinc containing about three percent lead and other impurities (especially in the form of ingots),روی ناخالص حاوی حدود سه درصد سرب و سایر ناخالصی ها (به ویژه به صورت شمش),t
94867,noun,genus to which Australopithecus boisei was formerly assigned,تیره ای که قبلا Australopithecus boisei به آن اختصاص داده شده بود,t
94868,noun,a six million square mile area that includes the Caribbean and the Gulf of Mexico and the eastern Pacific Ocean; includes the principal routes used by drug smugglers,منطقه ای به وسعت شش میلیون مایل مربع که شامل کارائیب و خلیج مکزیک و شرق اقیانوس آرام است؛ شامل مسیرهای اصلی قاچاقچیان مواد مخدر است,t
94869,noun,a dangerous area,یک منطقه خطرناک,t
94870,noun,"a zone from which military forces or operations or installations are prohibited; ""tensions exist on both sides of the demilitarized zone separating North Korea and South Korea""","منطقه ای که نیروهای نظامی یا عملیاتی یا تاسیساتی در آن ممنوع است؛ ""تنش در هر دو طرف منطقه غیرنظامی جدا کننده کره شمالی و کره جنوبی وجود دارد""",t
94871,noun,an area where a battle has occurred with many fatalities,منطقه ای که در آن نبردی رخ داده است که منجر به کشته شدگان زیادی شده است,t
94872,noun,an area subject to tidal action,منطقه ای تحت عمل جزر و مدی,t
94873,noun,thick membrane around the mammalian ovum; can be penetrated by one sperm in the fertilization process; usually remains around the fertilized egg until it is implanted in the wall of the uterus,غشای ضخیم در اطراف تخمک پستانداران؛ در فرآیند لقاح می تواند توسط یک اسپرم نفوذ کند؛ معمولاً در اطراف تخمک بارور شده باقی می ماند تا زمانی که در دیواره رحم کاشته شود,t
94874,noun,small beltlike zone,منطقه کمربند کوچک,t
94875,noun,the worship of fish,پرستش ماهی,t
94876,noun,the worship of snakes,پرستش مارها,t
94877,noun,a zoologist who studies insects,یک جانورشناس که حشرات را مطالعه می کند,t
94878,noun,a zoologist who studies the behavior of animals in their natural habitats,یک جانورشناس که رفتار حیوانات را در زیستگاه های طبیعی آنها مطالعه می کند,t
94879,noun,a zoologist who studies fishes,یک جانورشناس که به مطالعه ماهی می پردازد,t
94880,noun,a zoologist specializing in the study of mollusks,یک جانورشناس متخصص در مطالعه نرم تنان,t
94881,noun,one skilled in the study of mammals,یک ماهر در مطالعه پستانداران,t
94882,noun,a zoologist who studies protozoans,یک جانورشناس که به مطالعه تک یاخته ها می پردازد,t
94883,noun,Austrian zoologist noted for his studies of honeybees (1886-1982),جانورشناس اتریشی شناخته شده بخاطر مطالعات خود درباره زنبورهای عسل (1886-1982),t
94884,noun,English zoologist noted for her studies of chimpanzees in the wild (born in 1934),جانورشناس انگلیسی شناخته شده به خاطر مطالعاتش در مورد شامپانزه ها در طبیعت (متولد 1934),t
94885,noun,United States zoologist best known for his interview studies of sexual behavior (1894-1956),جانورشناس ایالات متحده که به دلیل مطالعات مصاحبه ای در مورد رفتار جنسی (1894-1956) مشهور است,t
94886,noun,Austrian zoologist who studied the behavior of birds and emphasized the importance of innate as opposed to learned behaviors (1903-1989),جانورشناس اتریشی که رفتار پرندگان را مطالعه کرده و بر اهمیت ذاتی در مقابل رفتارهای آموخته شده تأکید کرده است (1909-1983),t
94887,noun,Dutch zoologist who showed that much animal behavior is innate and stereotyped (1907-1988),جانورشناس هلندی که نشان داد بسیاری از رفتارهای حیوانات ذاتی و کلیشه ای است (1907-1988),t
94888,noun,the branch of zoology that studies the behavior of animals in their natural habitats,شاخه جانورشناسی که رفتار حیوانات را در زیستگاههای طبیعی آنها مطالعه می کند,t
94889,adjective,without joints or jointed segments,بدون مفاصل یا بخشهای متصل,t
94890,adjective,undergoing metamorphosis,تحت دگردیسی,t
94891,adjective,"having a body that is not divided into segments; ""unsegmented worms""","داشتن بدنی که به قطعات تقسیم نشده باشد؛ ""کرم های تقسیم نشده""",t
94892,adjective,producing living young from eggs that hatch within the body,تولید نوزاد زنده از تخمهایی که درون بدن هستند,t
94893,adjective,having warm blood (in animals whose body temperature is internally regulated),داشتن خون گرم (در حیواناتی که دمای بدن آنها به طور داخلی تنظیم شده است),t
94894,adjective,having cold blood (in animals whose body temperature is not internally regulated),داشتن خون سرد (در حیواناتی که دمای بدن آنها به طور داخلی تنظیم نشده است),t
94895,adjective,pertaining to alulae,مربوط به جلبکها,t
94896,adjective,pertaining to the ambulacra of radial echinoderms,مربوط به آمبولاکرا اکینودرم های پرتوی,t
94897,adjective,of or related to or resembling a snake,مار یا مربوط یا شبیه آن,t
94898,adjective,relating to or belonging to or characteristic of any worms of the phylum Annelida,مربوط به کرم های آنیلیدا یا متعلق به آنها یا مشخصه آنها است,t
94899,adjective,relating to or resembling a spider,مربوط یا شبیه عنکبوت,t
94900,adjective,of or relating to invertebrates of the phylum Arthropoda,یا در ارتباط با بی مهرگان از اجداد بند داران است,t
94901,adjective,of or relating to fish of the family Carangidae,ماهیان خانواده گیش‌ماهیان یا مربوط به آنها,t
94902,adjective,of or relating to or belonging to the family Filariidae,از خانواده فیلاریوئیدا یا مربوط یا متعلق به آنها,t
94903,noun,a camera lens that magnifies the image,یک لنز دوربین که تصویر را بزرگ می کند,t
94904,noun,lawn grasses native to southeastern Asia and New Zealand; grown especially in warm regions,چمن بومی جنوب شرقی آسیا و نیوزیلند ؛به ویژه در مناطق گرم رشد می کند,t
94905,noun,lawn grass common in the Philippines; grown also in United States,چمن ماری جوانا رایج در فیلیپین؛همچنین در ایالات متحده رشد کرده است,t
94906,noun,lawn grass common in China and Japan; grown also in United States,چمن رایج در چین و ژاپن ؛همچنین در ایالات متحده رشد کرده است,t
94907,noun,Asiatic creeping perennial grass; introduced in southern United States as a drought-resistant lawn grass,چمن های چند ساله خزنده آسیا ؛در جنوب ایالات متحده به عنوان چمن مقاوم در برابر خشکسالی معرفی شده است,t
94908,noun,small cucumber-shaped vegetable marrow; typically dark green,مغز گیاهان کوچک خیار شکل ؛به طور معمول سبز تیره,t
94909,noun,a Bantu language of considerable literary importance in southeastern Africa,یک زبان بانتو با برخورداری از اهمیت ادبی قابل توجه در جنوب شرقی آفریقا,t
94910,noun,a group of southern Bantu languages,گروهی از زبانهای بانتو جنوبی,t
94911,noun,traveling or wandering around,مسافرت یا گشتن در اطراف,t
94912,noun,traveling (especially on foot),مسافرت (مخصوصاً پیاده),t
94913,noun,"travelling about; ""they took the show on the road""; ""they lost all their games on the road""","سفر کردن؛""آنها دست به کار شدند""؛""آنها همه بازیهای خود را در جاده از دست دادند""",t
94914,noun,taking an excursion for pleasure,گشت و گذار برای تفریح,t
94915,noun,an electronic device that answers the telephone and records messages,یک دستگاه الکترونیکی است که به تلفن پاسخ می دهد و پیام ها را ضبط می کند,t
94916,noun,a kitchen appliance with interchangeable blades; used for shredding or blending or chopping or slicing food,یک وسیله آشپزخانه با تیغه های قابل تعویض ؛برای خرد کردن یا مخلوط کردن یا ریزکردن یا برش دادن غذا استفاده می شود,t
94917,noun,an electronic device that generates a series of beeps when the person carrying it is being paged,یک دستگاه الکترونیکی که هنگامی که به شخص حامل آن زنگ میزنند ، یک سری بوق تولید می کند,t
94918,noun,(telecommunication) twice the maximum frequency occurring in the transmitted signal,(مخابرات) دو برابر بیشترین فرکانس رخ داده در سیگنال منتقل شده,t
94919,noun,kitchen appliance consisting of a small electric oven for toasting or warming food,لوازم آشپزخانه متشکل از یک اجاق کوچک برقی برای تست یا گرم کردن غذا,t
94920,adjective,"characterized by or promoting constructive metabolism; ""some athletes take anabolic steroids to increase muscle size temporarily""","متابولیسم سازنده مشخص یا ترویج آن ؛""برخی از ورزشکاران از استروئیدهای آنابولیک استفاده می کنند تا به طور موقت اندازه عضلات را افزایش دهند""",t
94921,adjective,of or relating to anabolism,آنابولیسم یا مربوط به آنابولیسم,t
94922,noun,runs upward in the neck and divides into the external and internal carotid arteries,به سمت بالا در گردن میرود و به شریان های کاروتید خارجی و داخلی تقسیم می شود,t
94923,noun,the branch of the carotid artery that supplies blood to the face and tongue and external parts of the head,شاخه شریان کاروتید که خون صورت و زبان و قسمتهای خارجی سر را تأمین می کند,t
94924,noun,the branch of the carotid artery that supplies blood to the brain and eyes and internal parts of the head,شاخه شریان کاروتید که خون مغز و چشم و قسمتهای داخلی سر را تأمین می کند,t
94925,noun,small region of cytoplasm adjacent to the nucleus; contains the centrioles and serves to organize the microtubules,منطقه کوچک سیتوپلاسم مجاور هسته؛ حاوی سانتریول ها است و برای سازماندهی ریز لوله ها عمل می کند,t
94926,noun,plastid containing chlorophyll and other pigments; in plants that carry out photosynthesis,پلاستید حاوی کلروفیل و سایر رنگدانه ها ؛در گیاهانی که فتوسنتز انجام می دهند,t
94927,noun,the intact cytoplasmic content of a cell,محتوای دست نخورده سیتوپلاسمایی سلول,t
94928,noun,the aqueous part of the cytoplasm within which various particles and organelles are suspended,قسمت آبی سیتوپلاسم که درون آن ذرات و اندامکهای مختلفی معلق هستند,t
94929,noun,the inner portion of the cytoplasm of a cell,قسمت داخلی سیتوپلاسم سلول,t
94930,noun,the cytoplasm of a striated muscle fiber,سیتوپلاسم فیبر عضلانی مخطط,t
94931,noun,a mass of cytoplasm containing several nuclei and enclosed in a membrane but no internal cell boundaries (as in muscle fibers),توده سیتوپلاسم حاوی چندین هسته و محصور در غشایی اما بدون مرز داخلی سلول (مانند فیبرهای عضلانی),t
94932,noun,passage of blood cells (especially white blood cells) through intact capillary walls and into the surrounding tissue,عبور سلول های خونی (به ویژه سلول های سفید خون) از دیواره های مویرگی سالم و به بافت اطراف,t
94933,noun,a tube of ectodermal tissue in the embryo from which the brain and spinal cord develop,لوله ای از بافت برون‌پوست در جنین که از آن مغز و نخاع رشد می کند,t
94934,noun,a basal part of the diencephalon governing autonomic nervous system,بخشی اساسی از دیسانفالون حاکم بر سیستم عصبی خودمختار,t
94935,noun,an organelle found in the cytoplasm of most cells (especially in leukocytes and liver and kidney cells),اندامک موجود در سیتوپلاسم اکثر سلولها (به ویژه در گلبول های سفید خون و سلولهای کبدی و کلیوی),t
94936,noun,a genetic abnormality resulting in short stature,یک ناهنجاری ژنتیکی که منجر به کوتاهی قد میشود,t
94937,noun,a form of dwarfism accompanied by fragile bones and bad teeth,نوعی کوتولگی همراه با استخوانهای شکننده و دندانهای خراب,t
